name,class,pos,rate,star,school,conf,year
Abram Smith,recruit,RB,5.5,3,BAY,BIG12,2017
Jalen Pitre,recruit,ATH,5.7,3,BAY,BIG12,2017
Gavin Holmes,recruit,WR,5.7,3,BAY,BIG12,2017
Trestan Ebner,recruit,ATH,5.7,3,BAY,BIG12,2017
John Lovett,recruit,ATH,5.7,3,BAY,BIG12,2017
Charlie Brewer,recruit,QB,5.6,3,BAY,BIG12,2017
RJ Sneed,recruit,WR,5.6,3,BAY,BIG12,2017
Tyler Henderson,recruit,TE,5.5,3,BAY,BIG12,2017
Tarique Milton,recruit,WR,5.3,2,IWST,BIG12,2017
John Nagel,recruit,TE,5.5,3,IWST,BIG12,2017
Devon Moore,recruit,QB,5.6,3,IWST,BIG12,2017
Joshua Johnson,recruit,WR,5.6,3,IWST,BIG12,2017
Matthew Eaton,recruit,WR,5.4,2,IWST,BIG12,2017
Charlie Kolar,recruit,TE,5.5,3,IWST,BIG12,2017
Travis Jordan,recruit,ATH,5.6,3,KAN,BIG12,2017
Kenyon Tabor,recruit,WR,5.6,3,KAN,BIG12,2017
Octavius Matthews,recruit,RB,5.6,3,KAN,BIG12,2017
Takulve Williams,recruit,WR,5.4,2,KAN,BIG12,2017
Dominic Williams,recruit,RB,5.8,4,KAN,BIG12,2017
Peyton Bender,recruit,QB,5.5,3,KAN,BIG12,2017
Quan Hampton,recruit,WR,5.5,3,KAN,BIG12,2017
Kerr Johnson,recruit,WR,5.5,3,KAN,BIG12,2017
Spencer Misko,recruit,TE,5.4,2,KNST,BIG12,2017
Chabastin Taylor,recruit,WR,5.7,3,KNST,BIG12,2017
Bernard Goodwater,recruit,RB,5.5,3,KNST,BIG12,2017
Sammy Wheeler,recruit,QB,5.4,2,KNST,BIG12,2017
Tancey Richardson,recruit,ATH,5.5,3,KNST,BIG12,2017
Cedarian Lamb,recruit,WR,6.0,4,OKLA,BIG12,2017
Ryan Jones,recruit,WR,5.8,4,OKLA,BIG12,2017
Charleston Rambo,recruit,WR,5.9,4,OKLA,BIG12,2017
Trey Sermon,recruit,RB,5.9,4,OKLA,BIG12,2017
Jeremiah Hall,recruit,TE,5.7,3,OKLA,BIG12,2017
Kennedy Brooks,recruit,RB,5.8,4,OKLA,BIG12,2017
Marcelias Sutton,recruit,ATH,5.7,3,OKLA,BIG12,2017
Marquise Brown,recruit,WR,5.8,4,OKLA,BIG12,2017
Grant Calcaterra,recruit,ATH,5.8,4,OKLA,BIG12,2017
Chris Robison,recruit,QB,5.9,4,OKLA,BIG12,2017
Thabo Mwaniki,recruit,ATH,5.5,3,OKST,BIG12,2017
Tracin Wallace,recruit,ATH,5.5,3,OKST,BIG12,2017
Braydon Johnson,recruit,WR,5.7,3,OKST,BIG12,2017
LC Greenwood,recruit,WR,5.8,4,OKST,BIG12,2017
Chuba Hubbard,recruit,ATH,5.8,4,OKST,BIG12,2017
JD King,recruit,RB,5.6,3,OKST,BIG12,2017
Baron Odom,recruit,TE,5.5,3,OKST,BIG12,2017
Lamarcus Morton,recruit,WR,5.7,3,OKST,BIG12,2017
Tylan Wallace,recruit,WR,5.8,4,OKST,BIG12,2017
Jelani Woods,recruit,QB,5.7,3,OKST,BIG12,2017
Sione Finefeuiaki,recruit,TE,5.4,2,OKST,BIG12,2017
Patrick Mckaufman,recruit,WR,5.5,3,OKST,BIG12,2017
Shawn Robinson,recruit,QB,5.7,3,TCU,BIG12,2017
Kenedy Snell,recruit,WR,5.6,3,TCU,BIG12,2017
Jalen Reagor,recruit,WR,5.8,4,TCU,BIG12,2017
Omar Manning,recruit,WR,5.9,4,TCU,BIG12,2017
Michael Onyemaobi,recruit,ATH,5.7,3,TCU,BIG12,2017
Nijeel Meeking,recruit,WR,5.4,2,TCU,BIG12,2017
Christian Williams,recruit,TE,5.4,2,TCU,BIG12,2017
Al'Dontre Davis,recruit,WR,5.6,3,TCU,BIG12,2017
Damion Miller,recruit,WR,5.8,4,TEX,BIG12,2017
Montrell Estell,recruit,ATH,5.8,4,TEX,BIG12,2017
Sam Ehlinger,recruit,QB,5.9,4,TEX,BIG12,2017
Cade Brewer,recruit,TE,5.6,3,TEX,BIG12,2017
Reese Leitao,recruit,TE,5.8,4,TEX,BIG12,2017
Daniel Young,recruit,RB,5.6,3,TEX,BIG12,2017
Toneil Carter,recruit,RB,5.8,4,TEX,BIG12,2017
Jordan Pouncey,recruit,WR,5.5,3,TEX,BIG12,2017
Bronson Boyd,recruit,WR,5.5,3,TXTC,BIG12,2017
McLane Carter,recruit,QB,5.5,3,TXTC,BIG12,2017
Xavier Martin,recruit,QB,5.6,3,TXTC,BIG12,2017
Desmond Nisby,recruit,RB,5.4,2,TXTC,BIG12,2017
Ricky Johns,recruit,ATH,5.4,2,West Virginia,BIG12,2017
Alec Sinkfield,recruit,ATH,5.5,3,West Virginia,BIG12,2017
Dominique Maiden,recruit,WR,5.5,3,West Virginia,BIG12,2017
Tevin Bush,recruit,RB,5.6,3,West Virginia,BIG12,2017
David Sills,recruit,ATH,5.7,3,West Virginia,BIG12,2017
Reggie Roberson,recruit,WR,5.6,3,West Virginia,BIG12,2017
David Isreal,recruit,QB,5.5,3,West Virginia,BIG12,2017
