name,class,pos,rate,star,school,conf,year
Trey Sanders,recruit,RB,6.1,5,alabama,SEC,2019
DeMarcco Hellams,recruit,ATH,5.9,4,alabama,SEC,2019
John Metchie,recruit,ATH,5.8,4,alabama,SEC,2019
Paul Tyson,recruit,QB,5.8,4,alabama,SEC,2019
Taulia Tagovailoa,recruit,QB,5.8,4,alabama,SEC,2019
Keilan Robinson,recruit,RB,5.8,4,alabama,SEC,2019
Jahleel Billingsley,recruit,TE,5.8,4,alabama,SEC,2019
T.Q. Jackson,recruit,WR,5.8,4,arkansas,SEC,2019
Shamar Nash,recruit,WR,5.8,4,arkansas,SEC,2019
Treylon Burks,recruit,WR,5.9,4,arkansas,SEC,2019
Trey Knox,recruit,WR,5.9,4,arkansas,SEC,2019
A'Montae Spivey,recruit,RB,5.7,3,arkansas,SEC,2019
Malik Chavis,recruit,ATH,5.6,3,arkansas,SEC,2019
KJ Jefferson,recruit,QB,5.8,4,arkansas,SEC,2019
Hudson Henry,recruit,TE,5.8,4,arkansas,SEC,2019
Jashawn Sheffield,recruit,WR,5.8,4,auburn,SEC,2019
Ja'Varrius  Johnson,recruit,WR,5.7,3,auburn,SEC,2019
DJ Williams,recruit,RB,5.7,3,auburn,SEC,2019
Zion Puckett,recruit,ATH,5.9,4,auburn,SEC,2019
Bo Nix,recruit,QB,6.1,5,auburn,SEC,2019
Mark-Antony Richards,recruit,RB,5.9,4,auburn,SEC,2019
Luke Deal,recruit,TE,5.6,3,auburn,SEC,2019
Tyler Fromm,recruit,TE,5.7,3,auburn,SEC,2019
Ja'Markis Weston,recruit,WR,5.7,3,florida,SEC,2019
Dionte Marks,recruit,WR,5.7,3,florida,SEC,2019
Arjei Henderson,recruit,WR,5.9,4,florida,SEC,2019
Trent Whittemore,recruit,ATH,5.6,3,florida,SEC,2019
Diwun Black,recruit,ATH,5.9,4,florida,SEC,2019
Jalon Jones,recruit,QB,5.7,3,florida,SEC,2019
Nay'Quan Wright,recruit,RB,5.8,4,florida,SEC,2019
Keon Zipperer,recruit,TE,5.9,4,florida,SEC,2019
DeMarcus Harris,recruit,WR,5.4,2,kentucky,SEC,2019
Demontae Crumes,recruit,WR,5.7,3,kentucky,SEC,2019
Nik Scalzo,recruit,QB,5.7,3,kentucky,SEC,2019
Amani Gilmore,recruit,QB,5.5,3,kentucky,SEC,2019
Travis Tisdale,recruit,RB,5.6,3,kentucky,SEC,2019
Nikolas Ognenovic,recruit,TE,5.6,3,kentucky,SEC,2019
John Emery,recruit,RB,6.0,4,LSU,SEC,2019
Tyrion Davis,recruit,RB,5.9,4,LSU,SEC,2019
Trey Palmer,recruit,ATH,6.1,5,LSU,SEC,2019
Raydarious Jones,recruit,ATH,5.7,3,LSU,SEC,2019
Devonta Lee,recruit,ATH,5.9,4,LSU,SEC,2019
Maurice Hampton,recruit,ATH,5.8,4,LSU,SEC,2019
Peter Parrish,recruit,QB,5.7,3,LSU,SEC,2019
TK McClendon,recruit,TE,5.6,3,LSU,SEC,2019
Kyziah Pruitt,recruit,WR,5.6,3,mississippi,SEC,2019
JaVonta Payton,recruit,WR,5.6,3,mississippi,SEC,2019
